Site,Level,Area,LOT,ID,UNIT,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes,BlankType,X,Y,Z,Phase
LP,T5,NA,NA,A8-720,A8,Chert,RM7,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Pointed,Straight,3,Unidirectional,1.92,7.11,6.81,6.63,2.92,19.89,1.82,7.08,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T5,NA,NA,C6-1003,C6,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Triangular,Pointed,Curved,3,Unidirectional,2.69,9.5,4.26,7.89,3.05,34.73,0.95,5.15,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,4997.854,5009.958,566.648,Middle T
LP,T5,NA,NA,C5-364,C5,Quartz,RM7,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-364,C5,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,1.58,6.45,6.3,6.46,4.56,15.89,1.2,6.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-415,B6,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Pointed,Curved,2,Unidirectional,4.52,9.65,7.19,9.81,2.6,53.38,2.43,6.36,80.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,Yes,NA,0,NA,ElongatedProd,4997.98,5010.265,566.655,Middle T
LP,T5,NA,NA,B5-848,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A7-288,A7,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,5,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A7-288,A7,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Hinge,NA,2,NA,2.98,5.43,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,lamela,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A7-288,A7,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Hinge,NA,2,NA,2.35,4.73,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,lamela,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,ZZ5-17,ZZ5,Chert,NA,NA,BlankFrag,NA,NA,Other,0%,NA,NA,NA,No,No,NA,Triangular,NA,NA,2,NA,1.98,6.07,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B5-848,B5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A6-229,A6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Triangular,NA,NA,2,NA,2.97,7.5,0,0,0,0,2.07,7.44,87.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.062,5011.646,566.791,Middle T
LP,T5,NA,NA,C6-511,C6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-684,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.391,5010.422,566.665,Middle T
LP,T5,NA,NA,C5-1710,C5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-668,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Triangular,Hinge,Straight,2,Unidirectional,3.86,8.48,7.22,8.49,6.93,14.4,2.93,6.82,79.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,4997.649,5010.701,566.584,Middle T
LP,T5,NA,NA,A6-231,A6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.061,5011.683,566.754,Middle T
LP,T5,NA,NA,A6-232,A6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.061,5011.68,566.716,Middle T
LP,T5,NA,NA,A8-690,A8,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,4,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A8-690,A8,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Triangular,Hinge,Straight,2,Unidirectional,1.74,7.77,6.96,8.29,4.37,13.97,2.04,6.97,90.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T5,NA,NA,B5-848,B5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,3,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B5-848,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B5-848,B5,Quartz,NA,Fine,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,A6-228,A6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.373,5011.621,566.717,Middle T
LP,T5,NA,NA,B6-848,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.256,5010.145,566.612,Middle T
LP,T5,NA,NA,ZZ5-17,ZZ5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,ZZ9-599,ZZ9,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Irregular,Feather,Straight,3,Unidirectional,7.16,24,24,19.6,5.89,23.32,9.38,20.43,107,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5000.478,5012.978,566.849,Middle T
LP,T5,NA,NA,B6-553,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,2.09,6.89,4.46,6.05,4,17.94,2.25,4.09,96.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,4997.911,5010.028,566.605,Middle T
LP,T5,NA,NA,C6-1039,C6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Trapezoidal,Feather,Straight,2,Unidirectional,1.93,8.57,7.65,8.39,7.75,17.2,2.01,5.22,100.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-501,C5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4996.608,5009.234,566.753,Middle T
LP,T5,NA,NA,C5-704,C5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-704,C5,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Other,0%,NA,NA,NA,No,No,NA,Triangular,NA,NA,2,NA,1.24,4.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,lamela,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-829,B6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.272,5010.12,566.588,Middle T
LP,T5,NA,NA,B6-685,B6,Quartz,NA,Fine,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Step,NA,2,NA,2.25,5.43,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.409,5010.416,566.631,Middle T
LP,T5,NA,NA,C5-549,C5,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,3,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-549,C5,Chert,NA,NA,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-549,C5,Chert,NA,NA,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C5-549,C5,Chert,NA,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,2,NA,2.56,7.29,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,C6-1253,C6,Quartz,NA,Fine,BlankFrag,NA,NA,Other,0%,NA,NA,NA,No,No,NA,Triangular,NA,NA,2,NA,2.48,8.13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.341,5009.844,566.642,Middle T
LP,T5,NA,NA,D5-512,D5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-666,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,2.29,6.18,3.72,6,3.41,12.25,1.02,4.62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4997.685,5010.509,566.582,Middle T
LP,T5,NA,NA,B6-713,B6,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Convergent,Triangular,Feather,Straight,2,Unidirectional,1.95,7.65,6.5,7.62,5.44,12.44,2.04,6.66,122.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4997.343,5010.328,566.626,Middle T
LP,T5,NA,NA,B6-695,B6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,2,NA,1.98,7.36,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.408,5010.571,566.591,Middle T
LP,T5,NA,NA,B6-701,B6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.387,5010.252,566.61,Middle T
LP,T5,NA,NA,B6-661,B6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Other,0%,NA,NA,NA,No,No,NA,Triangular,NA,NA,2,NA,2.26,6.07,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.512,5010.32,566.588,Middle T
LP,T5,NA,NA,B6-712,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.347,5010.349,566.608,Middle T
LP,T5,NA,NA,B6-687,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.526,5010.496,566.579,Middle T
LP,T5,NA,NA,B6-828,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T5,NA,NA,B6-796,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.285,5010.311,566.623,Middle T
LP,T5,NA,NA,B6-807,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.267,5010.133,566.648,Middle T
LP,T5,NA,NA,B6-806,B6,Quartz,NA,Medium,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Step,NA,0,NA,4.07,12.95,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.27,5010.167,566.651,Middle T
LP,T5,NA,NA,B6-869,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.234,5010.29,566.616,Middle T
