Site,Level,Area,LOT,ID,UNIT,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes,BlankType,X,Y,Z,Phase
LP,U,NA,NA,A6-479,A6,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Step,Twisted,3,Unidirectional,1.21,3.96,3.05,3.72,2.43,7.09,0.95,2.42,111.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,U/Lower T
LP,U,NA,NA,B5-904,B5,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B5-904,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A7-438,A7,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,XX11-1567,XX11,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Lenticular,Feather,Curved,4,Unidirectional,1.34,8.38,5.49,7.96,2.86,17.18,0.84,1.7,116.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,5002.486,5014.66,566.409,U/Lower T
LP,U,NA,NA,ZZ5-48,ZZ5,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1235,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1078,B6,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1116,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B7-854,B7,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1218,B6,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1218,B6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1218,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A7-447,A7,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B6-1145,B6,Chert,NA,NA,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Triangular,NA,NA,2,NA,1.24,7.25,0,0,0,0,1.51,2.85,87.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A6-335,A6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-169,A5,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Triangular,NA,NA,2,NA,2.47,7.14,0,0,0,0,3.4,6.5,112.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B5-876,B5,Quartz,NA,Fine,BlankFrag,NA,NA,Proximal,0%,NA,NA,Crushed,No,No,NA,Lenticular,NA,NA,2,NA,1.83,7.47,0,0,0,0,1.81,4.53,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B7-854,B7,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,3,NA,2.02,8.69,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B7-911,B7,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B7-911,B7,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Step,Straight,2,Unidirectional,1.86,7.27,2.62,7.12,2.53,11.72,1.71,4.37,98.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-169,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B5-897,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4996.383,5010.301,566.558,U/Lower T
LP,U,NA,NA,A7-482,A7,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A6-479,A6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,ZZ8-554,ZZ8,Other,NA,NA,Shatter,NA,NA,NA,61-99%,NA,Indeterminate,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,ZZ8-554,ZZ8,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.56,3.87,3.32,3.9,3.32,9.94,1.13,3.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,U/Lower T
LP,U,NA,NA,ZZ8-554,ZZ8,Quartz,NA,Fine,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Lenticular,Feather,NA,2,NA,1.55,7.44,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A6-492,A6,Other,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4997.098,5011.386,566.4,U/Lower T
LP,U,NA,NA,A6-463,A6,Quartz,NA,Fine,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Hinge,NA,2,NA,4.43,11.28,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.647,5011.651,566.5,U/Lower T
LP,U,NA,NA,A5-206,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A6-335,A6,Other,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A6-335,A6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-159,A5,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Irregular,Feather,NA,3,NA,1.65,8.43,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-159,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-180,A5,Quartz,NA,Fine,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,NA,NA,0,NA,NA,4996.451,5011.513,566.647,U/Lower T
LP,U,NA,NA,A5-204,A5,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-204,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-204,A5,Quartz,NA,Medium,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,A5-204,A5,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Other,NA,NA,0,NA,2.52,10.94,0,0,0,0,2.68,8.8,95.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,B10-133,B10,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Irregular,Hinge,Curved,1,Unidirectional,6.01,14.11,11.45,14.29,2.11,10.68,5.31,10.8,98.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5001.49,5010.417,566.628,U/Lower T
LP,U,NA,NA,C5-1136,C5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,4996.712,5009.564,566.688,U/Lower T
LP,U,NA,NA,C5-827,C5,Quartz,NA,Fine,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,4996.345,5009.021,566.684,U/Lower T
LP,U,NA,NA,D5-565,D5,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,0.83,3.34,3.52,3.35,2.47,12.63,0.84,3.09,96.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,U/Lower T
LP,U,NA,NA,C7-966,C7,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Divergent,Trapezoidal,Pointed,Straight,4,Unidirectional,3.48,14.55,7.36,12.72,2.41,24.68,2.53,7.21,95.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,Yes,NA,0,NA,Flake,NA,NA,NA,U/Lower T
LP,T7,NA,NA,B7-1213,B7,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,1.35,3.77,3.37,3.81,3.05,11.73,1.07,3.56,100.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,U/Lower T
LP,T,NA,NA,YY12-1209,YY12,Quartz,NA,RockCrystal,Chip,NA,NA,NA,0%,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,5003.955,5013.344,566.656,U/Lower T
LP,T,NA,NA,ZZ8-466,ZZ8,Chert,RM7,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.77,7.26,5.96,7.25,5.24,15.27,1.78,6.08,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,NA
LP,T,NA,NA,B6-1068,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,B6-1068,B6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,B6-1068,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,2.02,5.93,5.15,5.98,5.77,13.7,1.4,4.63,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,NA
LP,T,NA,NA,B6-1068,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,2.34,6.35,6.34,6.36,2.72,10.66,1.7,6.2,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,NA
